id,phenomenon,grammatical,ungrammatical,target,error_type
ON_UMLAUT_024,UMLAUT,"Grímhildr gefr honum meinblandinn mjöð , er öllum oss kemr í mikit stríð .","Grímhildr gefr honum meinblandinn mjöð , er allum oss kemr í mikit stríð .",öllum,umlaut_removed
ON_UMLAUT_025,UMLAUT,Hann ríðr Grana með öllum sínum herbúnaði ok farmi .,Hann ríðr Grana með allum sínum herbúnaði ok farmi .,öllum,umlaut_removed
ON_UMLAUT_026,UMLAUT,"Hann er langt um aðra menn fram , en sjálfr berr hann þó mest af öðrum mönnum . ''","Hann er langt um aðra menn fram , en sjálfr berr hann þó mest af aðrum mönnum . ''",öðrum,umlaut_removed
ON_UMLAUT_027,UMLAUT,"Mátti þar sjá margs konar gleði ok skemmtan , ok var hvern dag veitt öðrum betr .","Mátti þar sjá margs konar gleði ok skemmtan , ok var hvern dag veitt aðrum betr .",öðrum,umlaut_removed
ON_UMLAUT_028,UMLAUT,"Brynhildr svarar : `` Hún veldr öllum upphöfum þess böls , er oss bítr .","Brynhildr svarar : `` Hún veldr allum upphöfum þess böls , er oss bítr .",öllum,umlaut_removed
ON_UMLAUT_029,UMLAUT,"Þá mælti Guðrún til sinnar vinkonu : `` Stattu upp , vér höfum lengi sofit .","Þá mælti Guðrún til sinnar vinkonu : `` Stattu upp , vér hafum lengi sofit .",höfum,umlaut_removed
ON_UMLAUT_030,UMLAUT,"Vek Brynhildi , göngum til borða ok verum kátar . ''","Vek Brynhildi , gangum til borða ok verum kátar . ''",göngum,umlaut_removed
ON_UMLAUT_031,UMLAUT,"Þú berr af öllum mönnum , en þér hefir engi kona orðit leiðari en ek . ''","Þú berr af allum mönnum , en þér hefir engi kona orðit leiðari en ek . ''",öllum,umlaut_removed
ON_UMLAUT_032,UMLAUT,"Ok nú er þat fram komit , er fyrir löngu var spát ok vér höfum dulizt við , en engi má við sköpum vinna .","Ok nú er þat fram komit , er fyrir löngu var spát ok vér hafum dulizt við , en engi má við sköpum vinna .",höfum,umlaut_removed
ON_UMLAUT_033,UMLAUT,"Þeir fóru með öllum herbúnaði ok höfðu yfir sér loða rauða , sem kveðit er :","Þeir fóru með allum herbúnaði ok höfðu yfir sér loða rauða , sem kveðit er :",öllum,umlaut_removed
ON_UMLAUT_034,UMLAUT,Guðrún segir : `` Ekki má ek af honum hyggja ; hann var öllum fremri . '',Guðrún segir : `` Ekki má ek af honum hyggja ; hann var allum fremri . '',öllum,umlaut_removed
ON_UMLAUT_035,UMLAUT,"Þá mælti ráðgjafi Atla konungs : `` Sé ek betra ráð : Tökum heldr þrælinn Hjalla , en forðum Högna .","Þá mælti ráðgjafi Atla konungs : `` Sé ek betra ráð : Takum heldr þrælinn Hjalla , en forðum Högna .",Tökum,umlaut_removed
ON_UMLAUT_036,UMLAUT,Þeir svöruðu : `` Ráða muntu börnum þínum sem þú vilt .,Þeir svöruðu : `` Ráða muntu barnum þínum sem þú vilt .,börnum,umlaut_removed
ON_UMLAUT_037,UMLAUT,"Atli konungr svarar : `` Eigi er þat satt , ok við slíkar fortölur batnar hvárigra hluti , því at vér höfum skarðan .","Atli konungr svarar : `` Eigi er þat satt , ok við slíkar fortölur batnar hvárigra hluti , því at vér hafum skarðan .",höfum,umlaut_removed
ON_UMLAUT_038,UMLAUT,"Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnst í öllum fornkvæðum .","Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnst í allum fornkvæðum .",öllum,umlaut_removed
ON_UMLAUT_039,UMLAUT,Hún bar svá mjök af öðrum konum um vænleik sem sól af öðrum himintunglum .,Hún bar svá mjök af aðrum konum um vænleik sem sól af öðrum himintunglum .,öðrum,umlaut_removed
ON_UMLAUT_040,UMLAUT,"Svá var ok gert , ok þá flugu ór öllum áttum steinar at þeim , ok varð þeim þat at aldrlagi .","Svá var ok gert , ok þá flugu ór allum áttum steinar at þeim , ok varð þeim þat at aldrlagi .",öllum,umlaut_removed
ON_UMLAUT_041,UMLAUT,Konungr gefr höfum gull.,Konungr gefr hafum gull.,höfum,umlaut_removed
ON_UMLAUT_042,UMLAUT,Þeir gefa köllum mat.,Þeir gefa kallum mat.,köllum,umlaut_removed
ON_UMLAUT_043,UMLAUT,Þeir gefa öllum mat.,Þeir gefa allum mat.,öllum,umlaut_removed
ON_UMLAUT_044,UMLAUT,Þeir fara til mönnum.,Þeir fara til mannum.,mönnum,umlaut_removed
ON_UMLAUT_045,UMLAUT,Vér löngum heim ok hvílumsk.,Vér langum heim ok hvílumsk.,löngum,umlaut_removed
ON_UMLAUT_046,UMLAUT,Ragnarr gefr rögum baug.,Ragnarr gefr ragum baug.,rögum,umlaut_removed
ON_UMLAUT_047,UMLAUT,Þeir fara til förum.,Þeir fara til farum.,förum,umlaut_removed
ON_UMLAUT_048,UMLAUT,Baldr segir mörgum frá því.,Baldr segir margum frá því.,mörgum,umlaut_removed
ON_UMLAUT_049,UMLAUT,Þeir fara til jörlum.,Þeir fara til jarlum.,jörlum,umlaut_removed
ON_UMLAUT_050,UMLAUT,Konungr gefr öllum gull.,Konungr gefr allum gull.,öllum,umlaut_removed
ON_UMLAUT_051,UMLAUT,Vér köllum heim ok hvílumsk.,Vér kallum heim ok hvílumsk.,köllum,umlaut_removed
ON_UMLAUT_052,UMLAUT,Skarpheðinn segir mörgum frá því.,Skarpheðinn segir margum frá því.,mörgum,umlaut_removed
ON_UMLAUT_053,UMLAUT,Vér mörgum hér ok bíðum.,Vér margum hér ok bíðum.,mörgum,umlaut_removed
ON_UMLAUT_054,UMLAUT,Vér tökum hér ok bíðum.,Vér takum hér ok bíðum.,tökum,umlaut_removed
ON_UMLAUT_055,UMLAUT,Vér mönnum hér ok bíðum.,Vér mannum hér ok bíðum.,mönnum,umlaut_removed
ON_UMLAUT_056,UMLAUT,Þeir fara til glöðum.,Þeir fara til glaðum.,glöðum,umlaut_removed
ON_UMLAUT_057,UMLAUT,Konungr gefr löngum gull.,Konungr gefr langum gull.,löngum,umlaut_removed
ON_UMLAUT_058,UMLAUT,Þeir mæla við jörlum.,Þeir mæla við jarlum.,jörlum,umlaut_removed
ON_UMLAUT_059,UMLAUT,Þeir gefa stöndum mat.,Þeir gefa standum mat.,stöndum,umlaut_removed
ON_UMLAUT_060,UMLAUT,Þeir mæla við glöðum.,Þeir mæla við glaðum.,glöðum,umlaut_removed
ON_UMLAUT_061,UMLAUT,Konungr gefr mönnum gull.,Konungr gefr mannum gull.,mönnum,umlaut_removed
ON_UMLAUT_062,UMLAUT,Vér mönnum nú til skógar.,Vér mannum nú til skógar.,mönnum,umlaut_removed
ON_UMLAUT_063,UMLAUT,Konungr gefr rögum gull.,Konungr gefr ragum gull.,rögum,umlaut_removed
ON_UMLAUT_064,UMLAUT,Þeir mæla við vöngum.,Þeir mæla við vangum.,vöngum,umlaut_removed
ON_UMLAUT_065,UMLAUT,Þeir mæla við öðrum.,Þeir mæla við aðrum.,öðrum,umlaut_removed
ON_UMLAUT_066,UMLAUT,Þórr segir rögum frá því.,Þórr segir ragum frá því.,rögum,umlaut_removed
ON_UMLAUT_067,UMLAUT,Sigurðr gefr vöngum baug.,Sigurðr gefr vangum baug.,vöngum,umlaut_removed
ON_UMLAUT_068,UMLAUT,Þeir mæla við höfum.,Þeir mæla við hafum.,höfum,umlaut_removed
ON_UMLAUT_069,UMLAUT,Baldr segir öllum frá því.,Baldr segir allum frá því.,öllum,umlaut_removed
ON_UMLAUT_070,UMLAUT,Vér höfum heim ok hvílumsk.,Vér hafum heim ok hvílumsk.,höfum,umlaut_removed
ON_UMLAUT_071,UMLAUT,Þeir gefa rögum mat.,Þeir gefa ragum mat.,rögum,umlaut_removed
ON_UMLAUT_072,UMLAUT,Vér göngum nú til skógar.,Vér gangum nú til skógar.,göngum,umlaut_removed
ON_UMLAUT_073,UMLAUT,Haukr gefr öllum baug.,Haukr gefr allum baug.,öllum,umlaut_removed
ON_UMLAUT_074,UMLAUT,Konungr gefr stöndum gull.,Konungr gefr standum gull.,stöndum,umlaut_removed
ON_UMLAUT_075,UMLAUT,Vér öðrum nú til skógar.,Vér aðrum nú til skógar.,öðrum,umlaut_removed
ON_UMLAUT_076,UMLAUT,Óðinn segir stöndum frá því.,Óðinn segir standum frá því.,stöndum,umlaut_removed
ON_UMLAUT_077,UMLAUT,Baldr segir tökum frá því.,Baldr segir takum frá því.,tökum,umlaut_removed
ON_UMLAUT_078,UMLAUT,Vér öllum ok sjám Flosi.,Vér allum ok sjám Flosi.,öllum,umlaut_removed
ON_UMLAUT_079,UMLAUT,Þeir mæla við göngum.,Þeir mæla við gangum.,göngum,umlaut_removed
ON_UMLAUT_080,UMLAUT,Óláfr segir göngum frá því.,Óláfr segir gangum frá því.,göngum,umlaut_removed
ON_UMLAUT_081,UMLAUT,Haukr segir göngum frá því.,Haukr segir gangum frá því.,göngum,umlaut_removed
ON_UMLAUT_082,UMLAUT,Vér förum hér ok bíðum.,Vér farum hér ok bíðum.,förum,umlaut_removed
ON_UMLAUT_083,UMLAUT,Vér glöðum heim ok hvílumsk.,Vér glaðum heim ok hvílumsk.,glöðum,umlaut_removed
ON_UMLAUT_084,UMLAUT,Vér öllum hér ok bíðum.,Vér allum hér ok bíðum.,öllum,umlaut_removed
ON_UMLAUT_085,UMLAUT,Vér mörgum nú til skógar.,Vér margum nú til skógar.,mörgum,umlaut_removed
ON_UMLAUT_086,UMLAUT,Vér öllum heim ok hvílumsk.,Vér allum heim ok hvílumsk.,öllum,umlaut_removed
ON_UMLAUT_087,UMLAUT,Þeir mæla við öllum.,Þeir mæla við allum.,öllum,umlaut_removed
ON_UMLAUT_088,UMLAUT,Þeir gefa göngum mat.,Þeir gefa gangum mat.,göngum,umlaut_removed
ON_UMLAUT_089,UMLAUT,Þeir gefa öðrum mat.,Þeir gefa aðrum mat.,öðrum,umlaut_removed
ON_UMLAUT_090,UMLAUT,Vér öðrum ok sjám Flosi.,Vér aðrum ok sjám Flosi.,öðrum,umlaut_removed
ON_UMLAUT_091,UMLAUT,Þeir mæla við mönnum.,Þeir mæla við mannum.,mönnum,umlaut_removed
ON_UMLAUT_092,UMLAUT,Þeir fara til vöngum.,Þeir fara til vangum.,vöngum,umlaut_removed
ON_UMLAUT_093,UMLAUT,Þeir fara til öllum.,Þeir fara til allum.,öllum,umlaut_removed
ON_UMLAUT_094,UMLAUT,Þórr segir stöndum frá því.,Þórr segir standum frá því.,stöndum,umlaut_removed
ON_UMLAUT_095,UMLAUT,Vér öðrum heim ok hvílumsk.,Vér aðrum heim ok hvílumsk.,öðrum,umlaut_removed
ON_UMLAUT_096,UMLAUT,Óðinn gefr vöngum baug.,Óðinn gefr vangum baug.,vöngum,umlaut_removed
ON_UMLAUT_097,UMLAUT,Þeir mæla við köllum.,Þeir mæla við kallum.,köllum,umlaut_removed
ON_UMLAUT_098,UMLAUT,Vér glöðum hér ok bíðum.,Vér glaðum hér ok bíðum.,glöðum,umlaut_removed
ON_UMLAUT_099,UMLAUT,Sigurðr segir rögum frá því.,Sigurðr segir ragum frá því.,rögum,umlaut_removed
ON_UMLAUT_100,UMLAUT,Vér jörlum ok sjám Baldr.,Vér jarlum ok sjám Baldr.,jörlum,umlaut_removed
ON_UMLAUT_101,UMLAUT,Þeir gefa mönnum mat.,Þeir gefa mannum mat.,mönnum,umlaut_removed
ON_UMLAUT_102,UMLAUT,Vér jörlum hér ok bíðum.,Vér jarlum hér ok bíðum.,jörlum,umlaut_removed
ON_UMLAUT_103,UMLAUT,Vér göngum hér ok bíðum.,Vér gangum hér ok bíðum.,göngum,umlaut_removed
ON_UMLAUT_104,UMLAUT,Flosi segir löngum frá því.,Flosi segir langum frá því.,löngum,umlaut_removed
ON_UMLAUT_105,UMLAUT,Þórr segir göngum frá því.,Þórr segir gangum frá því.,göngum,umlaut_removed
ON_UMLAUT_106,UMLAUT,Vér jörlum heim ok hvílumsk.,Vér jarlum heim ok hvílumsk.,jörlum,umlaut_removed
ON_UMLAUT_107,UMLAUT,Haukr segir förum frá því.,Haukr segir farum frá því.,förum,umlaut_removed
ON_UMLAUT_108,UMLAUT,Þeir mæla við förum.,Þeir mæla við farum.,förum,umlaut_removed
ON_UMLAUT_109,UMLAUT,Kormákr gefr jörlum baug.,Kormákr gefr jarlum baug.,jörlum,umlaut_removed
ON_UMLAUT_110,UMLAUT,Þeir gefa tökum mat.,Þeir gefa takum mat.,tökum,umlaut_removed
ON_UMLAUT_111,UMLAUT,Þeir gefa glöðum mat.,Þeir gefa glaðum mat.,glöðum,umlaut_removed
ON_UMLAUT_112,UMLAUT,Þeir gefa löngum mat.,Þeir gefa langum mat.,löngum,umlaut_removed
ON_UMLAUT_113,UMLAUT,Óláfr segir tökum frá því.,Óláfr segir takum frá því.,tökum,umlaut_removed
ON_UMLAUT_114,UMLAUT,Vér mörgum heim ok hvílumsk.,Vér margum heim ok hvílumsk.,mörgum,umlaut_removed
ON_UMLAUT_115,UMLAUT,Þeir mæla við rögum.,Þeir mæla við ragum.,rögum,umlaut_removed
ON_UMLAUT_116,UMLAUT,Vér mörgum ok sjám Kormákr.,Vér margum ok sjám Kormákr.,mörgum,umlaut_removed
ON_UMLAUT_117,UMLAUT,Þeir mæla við löngum.,Þeir mæla við langum.,löngum,umlaut_removed
ON_UMLAUT_118,UMLAUT,Vér göngum heim ok hvílumsk.,Vér gangum heim ok hvílumsk.,göngum,umlaut_removed
ON_UMLAUT_119,UMLAUT,Sigurðr segir öðrum frá því.,Sigurðr segir aðrum frá því.,öðrum,umlaut_removed
ON_UMLAUT_120,UMLAUT,Njáll gefr köllum baug.,Njáll gefr kallum baug.,köllum,umlaut_removed
ON_UMLAUT_121,UMLAUT,Vér öðrum ok sjám Haukr.,Vér aðrum ok sjám Haukr.,öðrum,umlaut_removed
ON_UMLAUT_122,UMLAUT,Ragnarr gefr köllum baug.,Ragnarr gefr kallum baug.,köllum,umlaut_removed
ON_UMLAUT_123,UMLAUT,Konungr gefr förum gull.,Konungr gefr farum gull.,förum,umlaut_removed
ON_UMLAUT_124,UMLAUT,Vér stöndum ok sjám Óðinn.,Vér standum ok sjám Óðinn.,stöndum,umlaut_removed
ON_UMLAUT_125,UMLAUT,Konungr gefr tökum gull.,Konungr gefr takum gull.,tökum,umlaut_removed
ON_MIDDLE_VOICE_001,MIDDLE_VOICE,"Sigurðr mælti : `` Aldri finnst þér vitrari kona í veröldu , ok kenn ek fleiri spekiráð . ''","Sigurðr mælti : `` Aldri finnr þér vitrari kona í veröldu , ok kenn ek fleiri spekiráð . ''",finnst,middle_voice_removed
ON_MIDDLE_VOICE_002,MIDDLE_VOICE,Henni finnst engi kona huglausari né verri . '',Henni finnr engi kona huglausari né verri . '',finnst,middle_voice_removed
ON_MIDDLE_VOICE_003,MIDDLE_VOICE,Mér sýnist sem hans ást sé þér gulli betri . '',Mér sýnir sem hans ást sé þér gulli betri . '',sýnist,middle_voice_removed
ON_MIDDLE_VOICE_004,MIDDLE_VOICE,"Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnst í öllum fornkvæðum .","Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnr í öllum fornkvæðum .",finnst,middle_voice_removed
ON_MIDDLE_VOICE_005,MIDDLE_VOICE,Þeir fundusk um daginn.,Þeir fundu um daginn.,fundusk,middle_voice_removed
ON_MIDDLE_VOICE_006,MIDDLE_VOICE,Eiríkr ok jarl takask þar.,Eiríkr ok jarl taka þar.,takask,middle_voice_removed
ON_MIDDLE_VOICE_007,MIDDLE_VOICE,Þeir takask um daginn.,Þeir taka um daginn.,takask,middle_voice_removed
ON_MIDDLE_VOICE_008,MIDDLE_VOICE,Menn finnask við ána.,Menn finna við ána.,finnask,middle_voice_removed
ON_MIDDLE_VOICE_009,MIDDLE_VOICE,Menn hittust ok berjask.,Menn hittu ok berjask.,hittust,middle_voice_removed
ON_MIDDLE_VOICE_010,MIDDLE_VOICE,Njáll hittask ríkr maðr.,Njáll hitta ríkr maðr.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_011,MIDDLE_VOICE,Þeir hittust ok mæla saman.,Þeir hittu ok mæla saman.,hittust,middle_voice_removed
ON_MIDDLE_VOICE_012,MIDDLE_VOICE,Þeir setjask í bardaga.,Þeir setja í bardaga.,setjask,middle_voice_removed
ON_MIDDLE_VOICE_013,MIDDLE_VOICE,Óðinn tókusk konungr.,Óðinn tóku konungr.,tókusk,middle_voice_removed
ON_MIDDLE_VOICE_014,MIDDLE_VOICE,Víkingar takask á hólminum.,Víkingar taka á hólminum.,takask,middle_voice_removed
ON_MIDDLE_VOICE_015,MIDDLE_VOICE,Þeir kallask í bardaga.,Þeir kalla í bardaga.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_016,MIDDLE_VOICE,Eiríkr gerðusk við Þórr.,Eiríkr gerðu við Þórr.,gerðusk,middle_voice_removed
ON_MIDDLE_VOICE_017,MIDDLE_VOICE,Menn kallast í skóginum.,Menn kallar í skóginum.,kallast,middle_voice_removed
ON_MIDDLE_VOICE_018,MIDDLE_VOICE,Menn takask við ána.,Menn taka við ána.,takask,middle_voice_removed
ON_MIDDLE_VOICE_019,MIDDLE_VOICE,Menn takask í skóginum.,Menn taka í skóginum.,takask,middle_voice_removed
ON_MIDDLE_VOICE_020,MIDDLE_VOICE,Þeir finnask um daginn.,Þeir finna um daginn.,finnask,middle_voice_removed
ON_MIDDLE_VOICE_021,MIDDLE_VOICE,Menn hittask við ána.,Menn hitta við ána.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_022,MIDDLE_VOICE,Þeir settust ok mæla saman.,Þeir settu ok mæla saman.,settust,middle_voice_removed
ON_MIDDLE_VOICE_023,MIDDLE_VOICE,Menn gerask í skóginum.,Menn gera í skóginum.,gerask,middle_voice_removed
ON_MIDDLE_VOICE_024,MIDDLE_VOICE,Menn settust ok berjask.,Menn settu ok berjask.,settust,middle_voice_removed
ON_MIDDLE_VOICE_025,MIDDLE_VOICE,Menn finnst í skóginum.,Menn finnr í skóginum.,finnst,middle_voice_removed
ON_MIDDLE_VOICE_026,MIDDLE_VOICE,Konungar leggjask í Noregi.,Konungar leggja í Noregi.,leggjask,middle_voice_removed
ON_MIDDLE_VOICE_027,MIDDLE_VOICE,Þeir tókusk í morgin.,Þeir tóku í morgin.,tókusk,middle_voice_removed
ON_MIDDLE_VOICE_028,MIDDLE_VOICE,Flosi kallast konungr.,Flosi kallar konungr.,kallast,middle_voice_removed
ON_MIDDLE_VOICE_029,MIDDLE_VOICE,Kormákr ok Skarpheðinn börðusk þar.,Kormákr ok Skarpheðinn börðu þar.,börðusk,middle_voice_removed
ON_MIDDLE_VOICE_030,MIDDLE_VOICE,Menn leggjask við ána.,Menn leggja við ána.,leggjask,middle_voice_removed
ON_MIDDLE_VOICE_031,MIDDLE_VOICE,Menn tókusk við ána.,Menn tóku við ána.,tókusk,middle_voice_removed
ON_MIDDLE_VOICE_032,MIDDLE_VOICE,Sigurðr ok Njáll fundusk þar.,Sigurðr ok Njáll fundu þar.,fundusk,middle_voice_removed
ON_MIDDLE_VOICE_033,MIDDLE_VOICE,Menn leggjask ok berjask.,Menn leggja ok berjask.,leggjask,middle_voice_removed
ON_MIDDLE_VOICE_034,MIDDLE_VOICE,Konungar börðusk í Noregi.,Konungar börðu í Noregi.,börðusk,middle_voice_removed
ON_MIDDLE_VOICE_035,MIDDLE_VOICE,Þórr kallast ríkr maðr.,Þórr kallar ríkr maðr.,kallast,middle_voice_removed
ON_MIDDLE_VOICE_036,MIDDLE_VOICE,Njáll tókusk við Sigurðr.,Njáll tóku við Sigurðr.,tókusk,middle_voice_removed
ON_MIDDLE_VOICE_037,MIDDLE_VOICE,Þeir setjask um daginn.,Þeir setja um daginn.,setjask,middle_voice_removed
ON_MIDDLE_VOICE_038,MIDDLE_VOICE,Víkingar gerask á hólminum.,Víkingar gera á hólminum.,gerask,middle_voice_removed
ON_MIDDLE_VOICE_039,MIDDLE_VOICE,Ragnarr kallask ríkr maðr.,Ragnarr kalla ríkr maðr.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_040,MIDDLE_VOICE,Menn börðusk í skóginum.,Menn börðu í skóginum.,börðusk,middle_voice_removed
ON_MIDDLE_VOICE_041,MIDDLE_VOICE,Þeir finnask ok mæla saman.,Þeir finna ok mæla saman.,finnask,middle_voice_removed
ON_MIDDLE_VOICE_042,MIDDLE_VOICE,Eiríkr berjask ríkr maðr.,Eiríkr berja ríkr maðr.,berjask,middle_voice_removed
ON_MIDDLE_VOICE_043,MIDDLE_VOICE,Þeir gerðusk ok fara heim.,Þeir gerðu ok fara heim.,gerðusk,middle_voice_removed
ON_MIDDLE_VOICE_044,MIDDLE_VOICE,Sigurðr snúask ríkr maðr.,Sigurðr snúa ríkr maðr.,snúask,middle_voice_removed
ON_MIDDLE_VOICE_045,MIDDLE_VOICE,Sigurðr gerðusk ríkr maðr.,Sigurðr gerðu ríkr maðr.,gerðusk,middle_voice_removed
ON_MIDDLE_VOICE_046,MIDDLE_VOICE,Þeir hittask ok fara heim.,Þeir hitta ok fara heim.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_047,MIDDLE_VOICE,Eiríkr ok jarl leggjask þar.,Eiríkr ok jarl leggja þar.,leggjask,middle_voice_removed
ON_MIDDLE_VOICE_048,MIDDLE_VOICE,Menn hittust við ána.,Menn hittu við ána.,hittust,middle_voice_removed
ON_MIDDLE_VOICE_049,MIDDLE_VOICE,Njáll ok Þórr finnask þar.,Njáll ok Þórr finna þar.,finnask,middle_voice_removed
ON_MIDDLE_VOICE_050,MIDDLE_VOICE,Þeir berjask í bardaga.,Þeir berja í bardaga.,berjask,middle_voice_removed
ON_MIDDLE_VOICE_051,MIDDLE_VOICE,Menn kallast við ána.,Menn kallar við ána.,kallast,middle_voice_removed
ON_MIDDLE_VOICE_052,MIDDLE_VOICE,Menn takask ok berjask.,Menn taka ok berjask.,takask,middle_voice_removed
ON_MIDDLE_VOICE_053,MIDDLE_VOICE,Menn snúask í skóginum.,Menn snúa í skóginum.,snúask,middle_voice_removed
ON_MIDDLE_VOICE_054,MIDDLE_VOICE,Óláfr finnask við Sigurðr.,Óláfr finna við Sigurðr.,finnask,middle_voice_removed
ON_MIDDLE_VOICE_055,MIDDLE_VOICE,Þeir hittask í bardaga.,Þeir hitta í bardaga.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_056,MIDDLE_VOICE,Menn hittust í skóginum.,Menn hittu í skóginum.,hittust,middle_voice_removed
ON_MIDDLE_VOICE_057,MIDDLE_VOICE,Menn tókusk í skóginum.,Menn tóku í skóginum.,tókusk,middle_voice_removed
ON_MIDDLE_VOICE_058,MIDDLE_VOICE,Þeir kallast um daginn.,Þeir kallar um daginn.,kallast,middle_voice_removed
ON_MIDDLE_VOICE_059,MIDDLE_VOICE,Þeir gerask í morgin.,Þeir gera í morgin.,gerask,middle_voice_removed
ON_MIDDLE_VOICE_060,MIDDLE_VOICE,Þeir setjask í morgin.,Þeir setja í morgin.,setjask,middle_voice_removed
ON_MIDDLE_VOICE_061,MIDDLE_VOICE,Þeir settust í bardaga.,Þeir settu í bardaga.,settust,middle_voice_removed
ON_MIDDLE_VOICE_062,MIDDLE_VOICE,Víkingar kallast á hólminum.,Víkingar kallar á hólminum.,kallast,middle_voice_removed
ON_MIDDLE_VOICE_063,MIDDLE_VOICE,Ragnarr berjask við Gunnarr.,Ragnarr berja við Gunnarr.,berjask,middle_voice_removed
ON_MIDDLE_VOICE_064,MIDDLE_VOICE,Þeir finnst í bardaga.,Þeir finnr í bardaga.,finnst,middle_voice_removed
ON_MIDDLE_VOICE_065,MIDDLE_VOICE,Konungar kallask í Noregi.,Konungar kalla í Noregi.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_066,MIDDLE_VOICE,Þeir finnask ok fara heim.,Þeir finna ok fara heim.,finnask,middle_voice_removed
ON_MIDDLE_VOICE_067,MIDDLE_VOICE,Víkingar gerðusk á hólminum.,Víkingar gerðu á hólminum.,gerðusk,middle_voice_removed
ON_MIDDLE_VOICE_068,MIDDLE_VOICE,Þórr hittask ríkr maðr.,Þórr hitta ríkr maðr.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_069,MIDDLE_VOICE,Konungar settust í Noregi.,Konungar settu í Noregi.,settust,middle_voice_removed
ON_MIDDLE_VOICE_070,MIDDLE_VOICE,Kormákr setjask konungr.,Kormákr setja konungr.,setjask,middle_voice_removed
ON_MIDDLE_VOICE_071,MIDDLE_VOICE,Svartr börðusk við Óðinn.,Svartr börðu við Óðinn.,börðusk,middle_voice_removed
ON_MIDDLE_VOICE_072,MIDDLE_VOICE,Flosi takask ríkr maðr.,Flosi taka ríkr maðr.,takask,middle_voice_removed
ON_MIDDLE_VOICE_073,MIDDLE_VOICE,Þeir tókusk um daginn.,Þeir tóku um daginn.,tókusk,middle_voice_removed
ON_MIDDLE_VOICE_074,MIDDLE_VOICE,Ragnarr snúask ríkr maðr.,Ragnarr snúa ríkr maðr.,snúask,middle_voice_removed
ON_MIDDLE_VOICE_075,MIDDLE_VOICE,Ragnarr hittask konungr.,Ragnarr hitta konungr.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_076,MIDDLE_VOICE,Svartr ok jarl leggjask þar.,Svartr ok jarl leggja þar.,leggjask,middle_voice_removed
ON_MIDDLE_VOICE_077,MIDDLE_VOICE,Eiríkr kallask ríkr maðr.,Eiríkr kalla ríkr maðr.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_078,MIDDLE_VOICE,Flosi hittust við Óðinn.,Flosi hittu við Óðinn.,hittust,middle_voice_removed
ON_MIDDLE_VOICE_079,MIDDLE_VOICE,Menn berjask við ána.,Menn berja við ána.,berjask,middle_voice_removed
ON_MIDDLE_VOICE_080,MIDDLE_VOICE,Þeir kallast í morgin.,Þeir kallar í morgin.,kallast,middle_voice_removed
ON_MIDDLE_VOICE_081,MIDDLE_VOICE,Þeir hittask í morgin.,Þeir hitta í morgin.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_082,MIDDLE_VOICE,Óðinn ok Svartr gerask þar.,Óðinn ok Svartr gera þar.,gerask,middle_voice_removed
ON_MIDDLE_VOICE_083,MIDDLE_VOICE,Þeir leggjask um daginn.,Þeir leggja um daginn.,leggjask,middle_voice_removed
ON_MIDDLE_VOICE_084,MIDDLE_VOICE,Óláfr hittask ríkr maðr.,Óláfr hitta ríkr maðr.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_085,MIDDLE_VOICE,Skarpheðinn kallask ríkr maðr.,Skarpheðinn kalla ríkr maðr.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_086,MIDDLE_VOICE,Þeir settust ok fara heim.,Þeir settu ok fara heim.,settust,middle_voice_removed
ON_MIDDLE_VOICE_087,MIDDLE_VOICE,Þeir tókusk ok fara heim.,Þeir tóku ok fara heim.,tókusk,middle_voice_removed
ON_MIDDLE_VOICE_088,MIDDLE_VOICE,Menn settust við ána.,Menn settu við ána.,settust,middle_voice_removed
ON_MIDDLE_VOICE_089,MIDDLE_VOICE,Óðinn gerðusk ríkr maðr.,Óðinn gerðu ríkr maðr.,gerðusk,middle_voice_removed
ON_MIDDLE_VOICE_090,MIDDLE_VOICE,Óðinn ok Flosi gerask þar.,Óðinn ok Flosi gera þar.,gerask,middle_voice_removed
ON_MIDDLE_VOICE_091,MIDDLE_VOICE,Þeir hittust í morgin.,Þeir hittu í morgin.,hittust,middle_voice_removed
